,username,text,is_quote_status,quote_count,reply_count,favorite_count,view_count,retweet_count,has_card,thumbnail_title,urls,hashtags,ticker,day,month,year,is_in_reply_to,is_view_count,1_day_after,3_day_after,7_day_after
205,Find_Me_Value,$GOOG,1,0,0,4,3089.0,0,0,,0,,GOOG,20,1,2023,0,1,1,1,1
206,Find_Me_Value,"@JoeDoeKnows1 This is referencing the stages from ~2007 to ~2019; for example - $NFLX was licensing content from almost all major studios. At ~$10/month, this was well-below the cost of video content people were paying for under traditional Pay-TV packages. Relative value was very high.",0,0,0,1,62.0,0,0,,0,,NFLX,18,1,2023,1,1,0,1,1
207,Find_Me_Value,"@RestoringMagic Would appreciate any context on exactly how you think ""DTC operating margins can be improved""... $DIS",0,0,0,0,95.0,0,0,,0,,DIS,18,1,2023,0,1,0,1,1
208,Find_Me_Value,Congrats on now being involved in the Peltz / $DIS fight with $DIS's DFAN14A filing this morning (lol.),1,0,0,11,10446.0,0,0,,0,,DIS,18,1,2023,0,1,0,1,1
209,Find_Me_Value,"It's believed that its the *content* that drives subscriptions, thus the exorbitant spending on content across media. 2022 should be a *huge* year for $NFLX - Stranger Things, Ozark, Dahmer, Wednesday, Troll, Glass Onion, Cobra Kai, etc. - will these outweigh industry headwinds?",0,0,1,0,1478.0,0,0,,0,,NFLX,18,1,2023,1,1,0,1,1
210,Find_Me_Value,"Q4/22 results from $NFLX (out 1/19/23) will be interesting. Had 3rd most popular TV show (Wednesday), most popular foreign language movie (Troll) and 3rd most popular movie ever (Glass Onion). These = &gt;80% of most watched streaming titles in Q4/22 (Nielsen)...",0,0,1,1,1735.0,0,0,,0,,NFLX,18,1,2023,1,1,0,1,1
211,Find_Me_Value,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)",0,0,1,3,4155.0,0,0,,0,,AMZN,18,1,2023,0,1,0,1,0
212,Find_Me_Value,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)",0,0,1,3,4155.0,0,0,,0,,CMCSA,18,1,2023,0,1,0,1,1
213,Find_Me_Value,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)",0,0,1,3,4155.0,0,0,,0,,DIS,18,1,2023,0,1,0,1,1
214,Find_Me_Value,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)",0,0,1,3,4155.0,0,0,,0,,NFLX,18,1,2023,0,1,0,1,1
215,Find_Me_Value,"@leighrcrawford Most profitable markets near/at full saturation, ""growth"" markets (like APAC) struggling to gain ground &amp; unlikely really long-term plays, U.S. is competitive and will increase, $NFLX no more pricing power, unsure on AVOD success, despite 223m subs = almost $0 FCFE still. Tough",0,0,0,1,148.0,0,0,,0,,NFLX,18,1,2023,1,1,0,1,1
216,Find_Me_Value,From 2016 - Ted Weschler on BRK investment in $AAPL https://t.co/a9b2KIa7gM,0,0,0,14,2534.0,1,0,,0,,AAPL,13,1,2023,0,1,1,1,1
217,Find_Me_Value,$NFLX slide - consolidation in Media Landscape https://t.co/wYOH2IWrqE,0,0,0,3,1657.0,0,0,,0,,NFLX,12,1,2023,1,1,1,0,0
218,Find_Me_Value,$NFLX slide - global subscriber map https://t.co/WIdjrpiwku,0,0,1,1,2155.0,1,0,,0,,NFLX,12,1,2023,1,1,1,0,0
219,Find_Me_Value,$NFLX slide - Will they eventually reverse the course on binge-dropping entire series all at once? https://t.co/YmQfuewrKA,0,0,1,1,1186.0,0,0,,0,,NFLX,12,1,2023,1,1,1,0,0
220,Find_Me_Value,"$NFLX slide - ""The Streaming Wars"" in the U.S. https://t.co/mc8q0m78Tn",0,0,1,0,1342.0,0,0,,0,,NFLX,12,1,2023,1,1,1,0,0
221,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,AAPL,12,1,2023,1,1,1,1,1
222,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,META,12,1,2023,1,1,1,1,1
223,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,GOOG,12,1,2023,1,1,1,0,1
224,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,AMZN,12,1,2023,1,1,1,0,0
225,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,CMCSA,12,1,2023,1,1,1,1,1
226,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,DIS,12,1,2023,1,1,1,1,1
227,Find_Me_Value,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ",0,1,1,3,3994.0,0,0,,0,,NFLX,12,1,2023,1,1,1,0,0
228,Find_Me_Value,$NFLX slide deck now available on https://t.co/m7tzdN97xI (members). 175 slides. https://t.co/o1l3YmQEzr,0,0,3,30,8671.0,2,0,,1,,NFLX,12,1,2023,0,1,1,0,0
229,Find_Me_Value,$DIS,1,0,0,5,0.0,0,0,,0,,DIS,21,11,2022,0,0,0,0,0
230,Find_Me_Value,"$GOOG YouTube is a beast. YouTube / YouTube TV #1 service for time spent in U.S. amongst all streaming/digital services, seeing increasing market share (5.7% May-21 to 8.5% Oct-22). $NFLX been seeing lower market share each month since Jul-22 (Stranger Things S4, Pt 2 release) https://t.co/3ZFD02KMxB",0,4,3,133,0.0,18,0,,0,,GOOG,18,11,2022,0,0,0,0,0
231,Find_Me_Value,"$GOOG YouTube is a beast. YouTube / YouTube TV #1 service for time spent in U.S. amongst all streaming/digital services, seeing increasing market share (5.7% May-21 to 8.5% Oct-22). $NFLX been seeing lower market share each month since Jul-22 (Stranger Things S4, Pt 2 release) https://t.co/3ZFD02KMxB",0,4,3,133,0.0,18,0,,0,,NFLX,18,11,2022,0,0,0,0,0
232,Find_Me_Value,@soonercapital https://t.co/v8I04NSSs8 Thought $AAPL was a Weschler idea...,0,0,0,3,0.0,0,0,,1,,AAPL,8,11,2022,1,0,0,1,1
233,Find_Me_Value,"@Lucas_Shaw Important to note the rise in other streaming services, including linear streaming (Hulu Live, YouTube TV, Pluto), the continual rise of YouTube, and how $NFLX peaked in July with Stranger Thing Season 4 release.",0,0,0,0,0.0,0,0,,0,,NFLX,20,10,2022,1,0,1,1,1
234,Find_Me_Value,"@harmony_capital @MadThunderdome UK: ""Generally speaking, Netflix loyalty has held up relatively well in a pretty tough market, but it is starting to see churn levels rise."" $NFLX https://t.co/QGSSs6UyKH",0,0,1,0,0.0,0,1,"UK Households Cancel Streaming Services To Cut Costs, Report Says",1,,NFLX,18,10,2022,1,0,1,1,1
235,Find_Me_Value,"@harmony_capital @MadThunderdome (1) they mention churn is elevated in Q2-22, but attribute it to ""pricing"". We will see if that's entirely true. (2) Antenna data - 2022 churn highest for $NFLX ever. (see chart) https://t.co/QB5NH2gnRa",0,0,1,1,0.0,0,0,,0,,NFLX,18,10,2022,1,0,1,1,1
236,Find_Me_Value,"@MadThunderdome ..(3) they are seeing elevated churn (4) they aren't growing subs much more, if at all. Retention and monetization will likely be key going forward. $NFLX",0,0,1,0,0.0,0,0,,0,,NFLX,18,10,2022,1,0,1,1,1
237,Find_Me_Value,"@MadThunderdome I wouldn't be surprised if they start sampling even more in Q4 w/ weekly show ""drops"" or splitting up series drops more. Not sure how the binge model works when (1) rest of industry dropping major seasons on a per-week basis (2) new AVOD-SVOD tier will *need* engagement... $NFLX",0,1,2,2,0.0,0,0,,0,,NFLX,18,10,2022,1,0,1,1,1
238,Find_Me_Value,"@MadThunderdome They don't have the pricing power they used to, largely due to they have less licensed content / far more competition / already been increasing their monthly prices. The major ""growth markets"" (India / Indonesia) are super complex &amp; highly competitive. $NFLX",0,0,1,4,0.0,0,0,,0,,NFLX,18,10,2022,1,0,1,1,1
239,Find_Me_Value,"@MadThunderdome I think if $NFLX can't meaningfully grow subs here on out, the stock has a hard time performing. The big story was the TAM &amp; long-term growth opps for subs. Growth from pricing in a competitive industry far less desirable than volume growth. P/W crackdown + AVOD are temporary fix",0,0,1,9,0.0,0,0,,0,,NFLX,18,10,2022,1,0,1,1,1
240,Find_Me_Value,"@eric_seufert If avg. user watches for 2 hours, and $NFLX will show 4-5 min/ hour of ads, and each ad is 15-30 seconds, aren't we looking at 8-20 ads per hour? If need 46 ads per month, possible anywhere from 3 days (max) of viewing to be ""revenue neutral"". [this all assumes same engagement.]",0,0,0,1,0.0,0,0,,0,,NFLX,15,10,2022,1,0,1,1,1
241,Find_Me_Value,"@CompoundingCap1 $NFLX was once an aggregator of multiple studios content, in addition to their own. Now, they have much less licensed content and there is much more competition. Meanwhile, they have increased pricing from $8/mo to $15.49/mo for standard plan. Not a good combination.",0,0,0,3,0.0,0,0,,0,,NFLX,14,10,2022,0,0,1,1,1
242,Find_Me_Value,"So much has changed for this Feb. 2022 $NFLX deck from @BillAckman, in just 2-3 quarters. (yes I know PSH sold it). https://t.co/6TD9P8b7WE",0,0,1,4,0.0,0,0,,0,,NFLX,5,10,2022,0,0,1,0,0
243,Find_Me_Value,"@sherman4949 Likely due to NBCU content spend vs. their lack of scale relative to that spend / relative to other streaming providers. Harder to juice pricing for all streaming services now, I imagine they envisioned breakeven 2024 for Peacock with some pricing built in $CMCSA",0,0,0,0,0.0,0,0,,0,,CMCSA,5,10,2022,1,0,0,0,0
244,Find_Me_Value,$NFLX deck out this week. Any Q's you want answered?,0,2,4,12,0.0,1,0,,0,,NFLX,4,10,2022,0,0,0,0,0
245,Find_Me_Value,TCI Fund - fully out of $CHTR after being shareholder since Q2/2016.,0,0,0,12,0.0,1,0,,0,,CHTR,15,8,2022,0,0,1,0,0
246,Find_Me_Value,"@sharkbiotech Some HF that have been long-term holders of $CHTR in high allocation of their portfolio, interesting to see many decrease in size",0,0,1,2,0.0,0,0,,0,,CHTR,16,5,2022,1,0,1,1,1
247,Find_Me_Value,Large selling of $CHTR across some hedge funds in Q1 '22,0,0,4,24,0.0,1,0,,0,,CHTR,16,5,2022,0,0,1,1,1
248,Find_Me_Value,"""We suspect it will be somewhat surprising to many casual observers to imagine that Charter 'starts' with something like 650-850K broadband net additions 'in the bag' annually, and Comcast 'starts' with something like 500-600K,"" Moffett wrote. $CHTR $CMCSA https://t.co/egiqUtxkjF",0,0,0,14,0.0,1,1,Where does cable go from here?,1,,CMCSA,13,5,2022,0,0,1,1,1
249,Find_Me_Value,"""We suspect it will be somewhat surprising to many casual observers to imagine that Charter 'starts' with something like 650-850K broadband net additions 'in the bag' annually, and Comcast 'starts' with something like 500-600K,"" Moffett wrote. $CHTR $CMCSA https://t.co/egiqUtxkjF",0,0,0,14,0.0,1,1,Where does cable go from here?,1,,CHTR,13,5,2022,0,0,1,1,1
250,Find_Me_Value,"@CColles Show me your math on how $CHTR could be a $0, please.",0,0,1,1,0.0,0,0,,0,,CHTR,29,4,2022,1,0,0,0,1
251,Find_Me_Value,Owning cable companies is worse than Chinese tech stocks....geez. Wouldn't have guessed we'd see these levels on $CHTR $CMCSA $ATUS.,0,0,5,45,0.0,5,0,,0,,CMCSA,29,4,2022,0,0,0,0,0
252,Find_Me_Value,Owning cable companies is worse than Chinese tech stocks....geez. Wouldn't have guessed we'd see these levels on $CHTR $CMCSA $ATUS.,0,0,5,45,0.0,5,0,,0,,CHTR,29,4,2022,0,0,0,0,1
253,Find_Me_Value,"@IgnoreNarrative @HedgeyeComm 2022 - 2024: ""cable is strong, driven by retention. But look at mobile, Peacock, and theme park!""
2025: ""our entire EV is justified by the theme parks"" 

(haha) 

It's a tough life being a $CMCSA shareholder...always hoping for more.",0,0,1,1,0.0,0,0,,0,,CMCSA,28,4,2022,1,0,0,0,0
254,Find_Me_Value,"@IgnoreNarrative @HedgeyeComm $CMCSA history:
~2010-2013: ""Look at the deal we got on NBC Universal!""
2014 - 2017: ""look at how strong cable is, cable is worth our current EV by itself""
2018 - 2019: ""disregard the SKY deal, again, just look at cable results!""
2020-2021: *Comcast stock rises due to broadband*",0,0,2,2,0.0,0,0,,0,,CMCSA,28,4,2022,1,0,0,0,0
255,Find_Me_Value,"*All* eyes are on broadband, regardless of anything else (imo). 

I think $CHTR $CMCSA partnering for a streaming service is another method to improve / keep retention low. The broadband market is becoming saturated at the same time more competitive (unfortunately)...",0,0,1,7,0.0,0,0,,0,,CMCSA,28,4,2022,1,0,0,0,0
256,Find_Me_Value,"*All* eyes are on broadband, regardless of anything else (imo). 

I think $CHTR $CMCSA partnering for a streaming service is another method to improve / keep retention low. The broadband market is becoming saturated at the same time more competitive (unfortunately)...",0,0,1,7,0.0,0,0,,0,,CHTR,28,4,2022,1,0,0,0,0
257,Find_Me_Value,"...In other words:
- they aren't losing subs to competitors (yet)
- the overall pie of potential broadband subs is getting smaller, and the gross adds are now being divided amongst more competitors, not just cable
 $CMCSA",0,0,1,5,0.0,1,0,,0,,CMCSA,28,4,2022,1,0,0,0,0
258,Find_Me_Value,"$CHTR $CMCSA $ATUS 

$CMCSA broadband results:
- continued low move-related activity vs historical levels
- uptick in level of competitive activity resulting in lower connect volumes
- lowest churn rate of any Q on record",0,1,1,14,0.0,0,0,,0,,CMCSA,28,4,2022,0,0,0,0,0
259,Find_Me_Value,"$CHTR $CMCSA $ATUS 

$CMCSA broadband results:
- continued low move-related activity vs historical levels
- uptick in level of competitive activity resulting in lower connect volumes
- lowest churn rate of any Q on record",0,1,1,14,0.0,0,0,,0,,CHTR,28,4,2022,0,0,0,0,0
260,Find_Me_Value,"@The_Analyst I agree; obviously, it makes more sense for them long-term to build up the value of Peacock as much as possible. Too much money has been spent / will be spent on their own content to not focus more on monetizing their own OTT service $CMCSA",0,0,1,0,0.0,0,0,,0,,CMCSA,29,3,2022,1,0,0,0,0
261,Find_Me_Value,"@Stormshieldval Yes, no growth in subs, revenues, a decline in EBITDA, FCF, hurt by COVID. To me - $CMCSA acquired SKY to get tech to build Peacock (which has an uncertain future) and to have more global distribution for Peacock in SKY geographies.",0,0,0,1,0.0,0,0,,0,,CMCSA,29,3,2022,1,0,0,0,0
262,Find_Me_Value,"Lastly on $CMCSA narratives - NBC Universal, capital allocation. I ignore anything on SKY Plc - which is now low single digit EBITDA and FCF. Not a needle mover. https://t.co/a4O2ADbzyT",0,0,1,1,0.0,0,0,,0,,CMCSA,29,3,2022,1,0,0,0,0
263,Find_Me_Value,"Other $CMCSA narratives - Peacock, theme parks https://t.co/s1rszJMsmu",0,0,2,2,0.0,0,0,,0,,CMCSA,29,3,2022,1,0,0,0,0
264,Find_Me_Value,Current $CMCSA narratives I explore - what's going on with the cable segment https://t.co/zlXIOOVmAJ,0,0,1,3,0.0,0,0,,0,,CMCSA,29,3,2022,1,0,0,0,0
265,Find_Me_Value,"$CMCSA Comcast Corp. - Update on Comcast deck

Members --&gt; https://t.co/7yQEY1bjiG
*no sample available* https://t.co/narLlJfWJL",0,0,1,6,0.0,0,0,,1,,CMCSA,29,3,2022,0,0,0,0,0
266,Find_Me_Value,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?",0,0,2,10,0.0,1,0,,0,,CMCSA,26,3,2022,0,0,1,1,1
267,Find_Me_Value,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?",0,0,2,10,0.0,1,0,,0,,NFLX,26,3,2022,0,0,1,1,0
268,Find_Me_Value,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?",0,0,2,10,0.0,1,0,,0,,CHTR,26,3,2022,0,0,1,1,1
269,Find_Me_Value,Chart crime nomination - $T https://t.co/iNEK4e0dS6,0,0,1,9,0.0,0,0,,0,,T,22,3,2022,0,0,0,1,1
270,Find_Me_Value,@SleepwellCap Is this $CHTR John Malone or $LBTYA John Malone?,0,0,0,2,0.0,0,0,,0,,CHTR,10,3,2022,1,0,1,1,1
271,Find_Me_Value,"Wish $CMCSA would spin-out $SKY, lever up a little more than 2.5x, repurchase massive amounts of stock.",0,0,2,5,0.0,1,0,,0,,CMCSA,10,3,2022,0,0,0,0,1
272,Find_Me_Value,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?",0,0,5,18,0.0,1,0,,0,,CMCSA,6,3,2022,0,0,0,0,0
273,Find_Me_Value,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?",0,0,5,18,0.0,1,0,,0,,NFLX,6,3,2022,0,0,0,0,0
274,Find_Me_Value,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?",0,0,5,18,0.0,1,0,,0,,CHTR,6,3,2022,0,0,0,0,1
275,Find_Me_Value,"...(c) massive share repurchase opportunity in 2025-2026 relative to the public float, or (d) an attempt in the next few years $ATUS goes private or CHTR / CMCSA attempt to acquire it based on valuation and scale.   17/17 -end-",0,0,0,2,0.0,0,0,,0,,CMCSA,4,3,2022,1,0,0,0,0
276,Find_Me_Value,"...(c) massive share repurchase opportunity in 2025-2026 relative to the public float, or (d) an attempt in the next few years $ATUS goes private or CHTR / CMCSA attempt to acquire it based on valuation and scale.   17/17 -end-",0,0,0,2,0.0,0,0,,0,,CHTR,4,3,2022,1,0,0,0,1
277,AswathDamodaran,"How big is big tech? Mind bogglingly so. The fearsome five (Apple, MSFT, Apple, Meta and Alphabet) have a collective market cap of $`12.2 trillion, 20% of the market cap of all US equities, and larger than any other equity market in the world. https://t.co/8ax2OwRLrC https://t.co/dMVbjCu3MJ",0,0,1,17,1362.0,1,0,,1,,META,21,10,2024,1,1,1,0,1
278,AswathDamodaran,"I am a terrible trader, and I won't even try to discuss whether the momentum shift is temporary or permanent. As an investor, though, I used the earnings report to revisit my Nvidia valuation inputs. https://t.co/mojy7LJaLH https://t.co/W0HxY03SA9",0,1,4,115,30967.0,11,0,,1,,NVDA,6,9,2024,1,1,0,0,1
279,AswathDamodaran,"The numbers do represent a slowing in growth, a leveling off in margins and sobering guidance about the future. The report beat expectations but by less than in prior quarters.. In short, Nvidia set standards so high that it came up short. https://t.co/mojy7LJaLH https://t.co/t5mpVw07hu",0,0,1,61,9392.0,6,0,,1,,NVDA,6,9,2024,1,1,0,0,1
280,AswathDamodaran,"Nvidia's much-anticipated earnings report last week  contained dazzling performance numbers and beat expectations, but Nvidia has dropped almost 17% since it came out. I look at the expectations game that may help explain the disconnect: https://t.co/mojy7LJaLH",0,28,20,1207,186430.0,146,0,,1,,NVDA,6,9,2024,0,1,0,0,1
281,AswathDamodaran,"On the day that Nvidia has the market's attention, and AI is the talk of the town, I look at the personal disruption (to you work and jobs) that is likely to come from AI, and what you can do to stay ahead of the game. https://t.co/V3kS2YtnNh",0,21,22,1498,232592.0,240,0,,1,,NVDA,28,8,2024,0,1,0,0,0
282,FundyLongShort,"@EdBorgato Hey Ed, fellow $DIS holder here. Curious about your technical overlay--would've guessed it might have stopped you out at some point over last year, but no?  How do you think about technicals vs story assuming you've stayed in the entire time? No worries if you don't want to share",0,0,1,1,0.0,0,0,,0,,DIS,9,2,2022,1,0,1,1,1
283,Nouriel,"Some D buzzwords from the IMF/WB Annual Meetings in Marrakech: deglobalization, derisking, decoupling, dedollarization, demography, debt, deficits, defaults, digitalization, disasters, divisions, divergence, desertification, disinflation, depression (political/geopolitical) https://t.co/1odpBibXC4",0,0,5,43,20977.0,12,0,,0,,D,14,10,2023,0,1,1,1,0
284,EdBorgato,"""Orion makes every other VR or AR device I have tried feel like a mistake..."" -- Ben Thompson 

$META",1,0,3,11,2001.0,0,0,,0,,META,27,9,2024,0,1,1,1,1
285,EdBorgato,"Will AI bring nuclear back? 

$MSFT commits to a 20-year deal for power.

https://t.co/9UlLymD3J2",0,1,0,2,1155.0,0,1,Three Mile Island Plans to Reopen as Demand for Nuclear Power Grows,1,,MSFT,20,9,2024,0,1,0,0,0
286,TigreCapital,So for the new iPhone did Apple just say we'll call them moving photos but really they are just videos and call it a day?,0,0,0,2,0.0,0,0,,0,,AAPL,30,10,2015,0,0,1,1,1
287,TigreCapital,"Apple getting in on the rosé trend?
https://t.co/UWGNFpE5DS",1,0,0,0,0.0,0,0,,1,,AAPL,9,9,2015,0,0,0,1,1
288,TigreCapital,...then they came for V,0,0,1,0,0.0,0,0,,0,,V,21,8,2015,0,0,0,0,0
289,JohnHuber72,"@tofdaj @CCM_Brett @OMGCapital @RyanReeves_ If the court disallows payment for placement, I think Google will still earn a large amount of search revenue from Safari search via people who still want to use Google, even if it isn’t default. I think Apple will have a much harder time replacing that 20b, which is pure profit.",0,0,0,1,220.0,0,0,,0,,AAPL,12,8,2024,1,1,1,1,1
290,JohnHuber72,"@tofdaj @CCM_Brett @OMGCapital @RyanReeves_ If the court disallows payment for placement, I think Google will still earn a large amount of search revenue from Safari search via people who still want to use Google, even if it isn’t default. I think Apple will have a much harder time replacing that 20b, which is pure profit.",0,0,0,1,220.0,0,0,,0,,GOOG,12,8,2024,1,1,0,0,1
291,JohnHuber72,@OMGCapital @RyanReeves_ It currently is a revenue share agreement. Ryan’s question is the first thing I thought of when I read the ruling. It’s a bigger risk to Apple profits than Google imo,0,0,1,6,547.0,0,0,,0,,AAPL,11,8,2024,1,1,1,1,1
292,JohnHuber72,@OMGCapital @RyanReeves_ It currently is a revenue share agreement. Ryan’s question is the first thing I thought of when I read the ruling. It’s a bigger risk to Apple profits than Google imo,0,0,1,6,547.0,0,0,,0,,GOOG,11,8,2024,1,1,1,1,1
293,JohnHuber72,"@fundhunter_co Yeah, I think it's really simple: he just views cash as a better investment (risk/reward) than Apple. It's risk mitigation in the sense that Apple has become a much riskier stock at 30 P/E than it was at 10 P/E. I don't think it creates more of a problem to have cash; it's all",0,0,1,7,1658.0,1,0,,0,,AAPL,5,8,2024,1,1,1,1,1
294,JohnHuber72,"@fundhunter_co I think that Buffett thinks T-bills are a better investment than Apple at its current valuation, otherwise why make that swap?",0,0,2,20,3687.0,0,0,,0,,AAPL,5,8,2024,1,1,1,1,1
295,firstadopter,"They definitely charge for it, but Nvidia is bringing it every year. “The more you buy, the more you save!” Conversely, I saw another person call a Mag 7 company the “Comcast of …” this morning to give you a example of customer sentiment out there https://t.co/NjLuYZwZn1",0,0,1,3,1797.0,1,0,,0,,NVDA,25,10,2024,1,1,0,0,0
296,firstadopter,"If Intel had bought Nvidia two decades ago, there's ZERO chance it would be the Nvidia we know today, as you all will soon read why, culture-wise, in my book THE NVIDIA WAY (lol, always be closing). Most of the advancements Nvidia made later were driven by Jensen's business and",1,0,3,57,7971.0,1,0,,0,,NVDA,25,10,2024,0,1,0,0,0
297,firstadopter,"If Intel had bought Nvidia two decades ago, there's ZERO chance it would be the Nvidia we know today, as you all will soon read why, culture-wise, in my book THE NVIDIA WAY (lol, always be closing). Most of the advancements Nvidia made later were driven by Jensen's business and",1,0,3,57,7971.0,1,0,,0,,NVDA,25,10,2024,0,1,0,0,0
298,firstadopter,"@MikeIsaac @SteveLohr @donal888 This characterization lacks the full context. While there was outreach, part of why the deal didn't move forward was another non-Intel board reason, similar to what occurred during Nvidia's discussions with AMD during those years, too.",0,0,0,1,265.0,0,0,,0,,AMD,24,10,2024,1,1,1,1,0
299,firstadopter,All three major U.S. wireless carriers saw declines in phone upgrade rate during the third quarter versus the prior year. But AI they said ... $AAPL,0,1,1,21,4053.0,5,0,,0,,AAPL,24,10,2024,0,1,1,1,0
300,firstadopter,"""MUMBAI (Reuters) - Nvidia's leather-jacket-clad CEO Jensen Huang got a rock star welcome at the company's AI summit in India on Thursday .. delayed for more than half an hour due to the crowd that one Nvidia employee said was ""easily a few thousand"" .. The reception Huang",0,0,0,2,1955.0,0,0,,0,,NVDA,24,10,2024,0,1,1,0,0
301,firstadopter,"Jensen is ruthless about prioritizing his time.

In my book, THE NVIDIA WAY, Adobe CEO Shantanu Narayen shared a story about a friendly breakfast he had with Jensen. They had a great conversation about business issues, from innovation and strategy to culture. When Narayen checked",1,2,2,96,14865.0,15,0,,0,,NVDA,24,10,2024,0,1,1,0,0
302,firstadopter,"Intel CPUs have had basically nonexistent performance gains for gaming (the real demand-driver use case) for FOUR generations now. AMD had some decent gains each gen except for the current Zen 5, which is a flop (we’ll see soon about X3D, but I’m not optimistic).

Nvidia GPUs",0,1,1,8,2850.0,0,0,,0,,NVDA,23,10,2024,0,1,0,0,0
303,firstadopter,"Intel CPUs have had basically nonexistent performance gains for gaming (the real demand-driver use case) for FOUR generations now. AMD had some decent gains each gen except for the current Zen 5, which is a flop (we’ll see soon about X3D, but I’m not optimistic).

Nvidia GPUs",0,1,1,8,2850.0,0,0,,0,,AMD,23,10,2024,0,1,1,1,0
304,firstadopter,Apple is a $3.5 trillion company. The new iPad Mini is $500 and they still haven’t fixed the jelly scrolling visual defect. What a joke.,1,0,0,15,7503.0,0,0,,0,,AAPL,23,10,2024,0,1,0,0,0
305,firstadopter,"In my book THE NVIDIA WAY, I share a story about how Jensen and his two co-founders bombed their VC fundraising meeting. But it didn't matter. Their reputation preceded them to the meeting through recommendations from former bosses. They got the money.

Do quality work. Let your",1,0,0,22,4779.0,2,0,,0,,NVDA,23,10,2024,0,1,0,0,0
306,firstadopter,Apple trades at 35 times earnings https://t.co/slWpMQF4w0,1,0,1,13,4352.0,0,0,,0,,AAPL,23,10,2024,0,1,0,0,0
307,firstadopter,Scam NVIDIA WAY book listings already popping up on Amazon. Make sure you order the right book 🤦‍♂️ https://t.co/SpocJ0FfFE,0,0,1,15,2425.0,0,0,,0,,NVDA,22,10,2024,0,1,0,0,0
308,firstadopter,"I'm incredibly grateful and honored that Morgan Housel, Chris Miller, and Matthew Ball have all endorsed my debut book, THE NVIDIA WAY. 

They are the best critically acclaimed and most successful business authors of our era. Insane.",0,0,0,7,1528.0,0,0,,0,,NVDA,21,10,2024,1,1,1,1,1
